dtm,SS_Price,DA_Price,ND,EMBEDDED_WIND_GENERATION,EMBEDDED_SOLAR_GENERATION
2020-09-30 00:00:00,55.0,35.33,21551,1309,0
2020-09-30 00:30:00,12.3,35.33,20916,1383,0
2020-09-30 01:00:00,12.3,35.09,20517,1465,0
2020-09-30 01:30:00,12.3,35.09,20540,1546,0
2020-09-30 02:00:00,55.0,37.12,20233,1599,0
2020-09-30 02:30:00,55.0,37.12,19902,1652,0
2020-09-30 03:00:00,55.0,44.02,19466,1716,0
2020-09-30 03:30:00,52.75,44.02,19213,1779,0
2020-09-30 04:00:00,47.76,52.21,19183,1828,0
2020-09-30 04:30:00,12.5,52.21,19050,1876,0
2020-09-30 05:00:00,56.0,64.05,19549,1927,0
2020-09-30 05:30:00,25.0,64.05,20729,1977,0
2020-09-30 06:00:00,63.5,58.27,23178,2014,0
2020-09-30 06:30:00,68.5,58.27,25574,2050,0
2020-09-30 07:00:00,63.5,48.88,28100,2094,39
2020-09-30 07:30:00,64.33,48.88,29598,2138,259
2020-09-30 08:00:00,63.5,46.33,30760,2228,664
2020-09-30 08:30:00,63.5,46.33,30901,2317,1130
2020-09-30 09:00:00,68.2096,43.57,31013,2418,1170
2020-09-30 09:30:00,70.0,43.57,31208,2518,1460
2020-09-30 10:00:00,70.0,42.0,31016,2559,1640
2020-09-30 10:30:00,70.0,42.0,30974,2599,1880
2020-09-30 11:00:00,63.0,39.91,31397,2594,1890
2020-09-30 11:30:00,62.5,39.91,31444,2589,1820
2020-09-30 12:00:00,47.15004,40.04,32037,2538,1650
2020-09-30 12:30:00,61.5,40.04,32264,2487,1460
2020-09-30 13:00:00,62.0,43.7,32385,2408,1300
2020-09-30 13:30:00,62.0,43.7,32254,2328,1300
2020-09-30 14:00:00,56.5,50.12,32207,2225,1230
2020-09-30 14:30:00,73.5,50.12,32318,2122,974
2020-09-30 15:00:00,73.5,56.82,32408,2023,759
2020-09-30 15:30:00,69.0,56.82,33108,1924,582
2020-09-30 16:00:00,70.0,67.72,34067,1842,490
2020-09-30 16:30:00,110.0,67.72,34926,1760,384
2020-09-30 17:00:00,34.0,59.49,35771,1718,274
2020-09-30 17:30:00,37.35551,59.49,36197,1675,174
2020-09-30 18:00:00,70.0,46.55,36232,1617,120
2020-09-30 18:30:00,56.5,46.55,36631,1558,14
2020-09-30 19:00:00,80.0,40.95,36468,1528,0
2020-09-30 19:30:00,70.0,40.95,35617,1497,0
2020-09-30 20:00:00,60.0,34.84,34390,1455,0
2020-09-30 20:30:00,56.5,34.84,33075,1412,0
2020-09-30 21:00:00,20.3,37.44,31608,1403,0
2020-09-30 21:30:00,20.45,37.44,29785,1393,0
2020-09-30 22:00:00,22.58,31.93,27928,1376,0
2020-09-30 22:30:00,23.48987,31.93,26250,1358,0
2020-09-30 23:00:00,28.223,30.96,24414,1328,0
2020-09-30 23:30:00,25.0,30.96,23005,1298,0
2020-10-01 00:00:00,22.48,32.17,21994,1199,0
2020-10-01 00:30:00,23.93,32.17,21444,1099,0
2020-10-01 01:00:00,22.7,31.32,21334,1074,0
2020-10-01 01:30:00,22.34,31.32,21402,1048,0
2020-10-01 02:00:00,23.02,36.0,21299,1005,0
2020-10-01 02:30:00,22.05,36.0,21011,962,0
2020-10-01 03:00:00,26.5,40.71,20872,918,0
2020-10-01 03:30:00,26.41,40.71,20677,873,0
2020-10-01 04:00:00,35.02,49.07,20732,810,0
2020-10-01 04:30:00,34.29,49.07,20907,747,0
2020-10-01 05:00:00,22.5,51.84,21679,700,0
2020-10-01 05:30:00,20.3,51.84,22682,652,0
2020-10-01 06:00:00,12.3,64.96,25322,611,0
2020-10-01 06:30:00,25.0,64.96,27858,570,0
2020-10-01 07:00:00,65.0,64.91,30596,533,5
2020-10-01 07:30:00,28.0,64.91,32611,496,149
2020-10-01 08:00:00,22.0,55.91,33154,490,566
2020-10-01 08:30:00,22.0,55.91,33022,484,1470
2020-10-01 09:00:00,65.0,53.78,33050,487,2350
2020-10-01 09:30:00,28.25,53.78,32721,490,3280
2020-10-01 10:00:00,64.0,51.95,32094,509,3660
2020-10-01 10:30:00,64.0,51.95,31662,527,3870
2020-10-01 11:00:00,80.0,46.0,31301,527,4220
2020-10-01 11:30:00,60.0,46.0,31053,527,4130
2020-10-01 12:00:00,29.95,38.07,31472,527,4780
2020-10-01 12:30:00,22.0,38.07,31147,527,4970
2020-10-01 13:00:00,28.25,38.1,30633,513,4530
2020-10-01 13:30:00,28.25,38.1,30093,499,4580
2020-10-01 14:00:00,28.25,52.7,29971,481,4700
2020-10-01 14:30:00,29.0,52.7,29818,462,4480
2020-10-01 15:00:00,29.0,99.98,29878,442,4200
2020-10-01 15:30:00,29.0,99.98,30789,421,3330
2020-10-01 16:00:00,32.26,140.0,32016,404,2330
2020-10-01 16:30:00,34.15,140.0,33389,387,1700
2020-10-01 17:00:00,32.27,149.96,34172,387,1080
2020-10-01 17:30:00,35.15,149.96,35118,387,552
2020-10-01 18:00:00,84.9,64.99,36070,393,110
2020-10-01 18:30:00,40.0,64.99,36675,398,4
2020-10-01 19:00:00,72.73067,44.99,36902,423,1
2020-10-01 19:30:00,79.8,44.99,36333,447,1
2020-10-01 20:00:00,33.03,41.8,35248,476,0
2020-10-01 20:30:00,33.03,41.8,33902,504,0
2020-10-01 21:00:00,33.03,60.0,32160,534,0
2020-10-01 21:30:00,33.03,60.0,30266,563,0
2020-10-01 22:00:00,55.0,45.0,28367,601,0
2020-10-01 22:30:00,55.0,45.0,26475,639,0
2020-10-01 23:00:00,55.0,38.95,24393,684,0
2020-10-01 23:30:00,53.0,38.95,23116,728,0
2020-10-02 00:00:00,35.0,29.64,22150,795,0
2020-10-02 00:30:00,35.0,29.64,21452,862,0
2020-10-02 01:00:00,51.5,25.0,21279,916,0
2020-10-02 01:30:00,19.56,25.0,21389,970,0
2020-10-02 02:00:00,16.1,15.96,21117,1024,0
2020-10-02 02:30:00,14.42,15.96,20618,1078,0
2020-10-02 03:00:00,9.23,27.91,20331,1144,0
2020-10-02 03:30:00,9.05,27.91,20018,1209,0
2020-10-02 04:00:00,20.61,43.22,19693,1260,0
2020-10-02 04:30:00,20.79,43.22,19679,1310,0
2020-10-02 05:00:00,53.5,49.7,20276,1395,0
2020-10-02 05:30:00,50.0,49.7,21365,1480,0
2020-10-02 06:00:00,5.0,48.56,23780,1534,0
2020-10-02 06:30:00,53.5,48.56,26314,1587,0
2020-10-02 07:00:00,56.2,50.06,29285,1626,0
2020-10-02 07:30:00,53.5,50.06,31373,1664,31
2020-10-02 08:00:00,53.5,47.52,32797,1725,158
2020-10-02 08:30:00,57.5,47.52,32954,1785,376
2020-10-02 09:00:00,65.5,44.0,33622,1838,594
2020-10-02 09:30:00,57.5,44.0,33253,1891,850
2020-10-02 10:00:00,56.2,44.0,33221,1964,959
2020-10-02 10:30:00,15.5,44.0,33282,2037,1140
2020-10-02 11:00:00,53.5,39.53,33310,2074,1520
2020-10-02 11:30:00,53.5,39.53,33279,2110,1750
2020-10-02 12:00:00,53.5,35.72,33390,2120,1860
2020-10-02 12:30:00,53.5,35.72,33138,2129,1670
2020-10-02 13:00:00,53.5,35.03,32718,2105,1570
2020-10-02 13:30:00,53.5,35.03,32191,2081,1560
2020-10-02 14:00:00,15.7,40.0,31751,2050,1630
2020-10-02 14:30:00,15.7,40.0,31631,2018,1460
2020-10-02 15:00:00,15.7,46.82,31451,1977,1140
2020-10-02 15:30:00,16.1,46.82,32020,1935,841
2020-10-02 16:00:00,64.5,56.51,32795,1900,618
2020-10-02 16:30:00,65.0,56.51,33639,1864,411
2020-10-02 17:00:00,63.24,57.94,34307,1838,214
2020-10-02 17:30:00,60.25,57.94,34816,1811,86
2020-10-02 18:00:00,16.17,41.5,35121,1777,19
2020-10-02 18:30:00,16.0,41.5,35301,1743,1
2020-10-02 19:00:00,16.1,38.92,35319,1704,0
2020-10-02 19:30:00,16.1,38.92,34047,1665,0
2020-10-02 20:00:00,53.5,33.9,32722,1628,0
2020-10-02 20:30:00,53.5,33.9,31277,1590,0
2020-10-02 21:00:00,55.5,38.76,29835,1568,0
2020-10-02 21:30:00,53.5,38.76,28306,1546,0
2020-10-02 22:00:00,55.5,34.35,26729,1507,0
2020-10-02 22:30:00,53.5,34.35,25289,1467,0
2020-10-02 23:00:00,33.0,33.73,23728,1431,0
2020-10-02 23:30:00,23.56,33.73,22446,1394,0
2020-10-03 00:00:00,50.0,19.91,21565,1394,0
2020-10-03 00:30:00,50.0,19.91,20904,1393,0
2020-10-03 01:00:00,15.06,16.79,20528,1419,0
2020-10-03 01:30:00,15.06,16.79,20561,1444,0
2020-10-03 02:00:00,49.8,23.07,20448,1464,0
2020-10-03 02:30:00,49.8,23.07,20042,1484,0
2020-10-03 03:00:00,58.0,28.27,19626,1499,0
2020-10-03 03:30:00,58.0,28.27,19331,1514,0
2020-10-03 04:00:00,51.5,40.74,19158,1475,0
2020-10-03 04:30:00,49.8,40.74,19089,1435,0
2020-10-03 05:00:00,58.0,40.36,19465,1438,0
2020-10-03 05:30:00,58.25,40.36,19953,1441,0
2020-10-03 06:00:00,60.0,47.43,21172,1412,0
2020-10-03 06:30:00,58.25,47.43,22156,1382,0
2020-10-03 07:00:00,62.0,55.0,23535,1358,0
2020-10-03 07:30:00,62.99,55.0,24896,1333,1
2020-10-03 08:00:00,62.99,55.6,26545,1331,14
2020-10-03 08:30:00,66.0,55.6,27886,1329,45
2020-10-03 09:00:00,69.0,56.0,29239,1344,98
2020-10-03 09:30:00,62.99,56.0,29808,1359,173
2020-10-03 10:00:00,62.99,55.92,30556,1350,219
2020-10-03 10:30:00,67.5,55.92,31231,1340,300
2020-10-03 11:00:00,68.0,43.82,31600,1343,420
2020-10-03 11:30:00,70.0,43.82,31949,1345,503
2020-10-03 12:00:00,75.5,36.66,32032,1341,649
2020-10-03 12:30:00,68.5,36.66,31911,1337,676
2020-10-03 13:00:00,66.0,35.0,31237,1356,735
2020-10-03 13:30:00,66.0,35.0,30621,1375,813
2020-10-03 14:00:00,66.0,40.97,30326,1403,845
2020-10-03 14:30:00,66.0,40.97,30175,1431,670
2020-10-03 15:00:00,66.0,55.0,30202,1467,622
2020-10-03 15:30:00,66.0,55.0,30356,1502,544
2020-10-03 16:00:00,65.0,60.99,30846,1517,379
2020-10-03 16:30:00,62.0,60.99,31869,1532,257
2020-10-03 17:00:00,65.0,55.07,32771,1559,131
2020-10-03 17:30:00,67.99,55.07,33194,1585,59
2020-10-03 18:00:00,65.0,35.7,33600,1585,12
2020-10-03 18:30:00,61.0,35.7,33958,1584,1
2020-10-03 19:00:00,36.3,39.95,33482,1629,0
2020-10-03 19:30:00,17.1,39.95,32573,1674,0
2020-10-03 20:00:00,31.2,30.44,31268,1698,0
2020-10-03 20:30:00,33.35,30.44,29799,1722,0
2020-10-03 21:00:00,26.06,26.46,28787,1757,0
2020-10-03 21:30:00,2.0,26.46,27499,1792,0
2020-10-03 22:00:00,21.72,16.49,25973,1808,0
2020-10-03 22:30:00,0.5,16.49,24486,1824,0
2020-10-03 23:00:00,12.7,13.41,22964,1816,0
2020-10-03 23:30:00,12.71,13.41,21704,1808,0
2020-10-04 00:00:00,9.07006,7.04,20513,1828,0
2020-10-04 00:30:00,9.07006,7.04,20028,1848,0
2020-10-04 01:00:00,3.69,9.07,19720,1913,0
2020-10-04 01:30:00,3.73,9.07,19843,1977,0
2020-10-04 02:00:00,0.5,10.4,19394,2004,0
2020-10-04 02:30:00,-0.25,10.4,19128,2031,0
2020-10-04 03:00:00,0.19,12.22,18666,2059,0
2020-10-04 03:30:00,0.72,12.22,18258,2087,0
2020-10-04 04:00:00,2.52,18.83,17934,2096,0
2020-10-04 04:30:00,4.83,18.83,17873,2105,0
2020-10-04 05:00:00,8.8,19.36,18000,2115,0
2020-10-04 05:30:00,6.26,19.36,18295,2125,0
2020-10-04 06:00:00,7.22,31.27,19240,2085,0
2020-10-04 06:30:00,7.22,31.27,20030,2045,0
2020-10-04 07:00:00,2.0,36.53,21271,2000,1
2020-10-04 07:30:00,61.0,36.53,22390,1955,29
2020-10-04 08:00:00,15.69958,49.0,23961,1935,143
2020-10-04 08:30:00,14.71029,49.0,25463,1915,329
2020-10-04 09:00:00,58.75,51.9,27113,1908,576
2020-10-04 09:30:00,58.75,51.9,28292,1900,920
2020-10-04 10:00:00,62.0,56.4,29111,1853,1330
2020-10-04 10:30:00,62.0,56.4,29584,1805,1540
2020-10-04 11:00:00,62.0,50.85,30004,1787,1780
2020-10-04 11:30:00,62.0,50.85,30426,1768,1950
2020-10-04 12:00:00,62.0,38.56,30856,1742,1780
2020-10-04 12:30:00,62.0,38.56,30780,1716,1840
2020-10-04 13:00:00,62.0,35.91,30513,1691,2000
2020-10-04 13:30:00,62.0,35.91,30337,1665,1890
2020-10-04 14:00:00,62.0,39.0,30405,1618,1680
2020-10-04 14:30:00,66.0,39.0,30358,1570,1460
2020-10-04 15:00:00,67.95,55.5,30577,1500,1140
2020-10-04 15:30:00,66.0,55.5,30937,1430,885
2020-10-04 16:00:00,67.95,60.84,32049,1364,724
2020-10-04 16:30:00,66.0,60.84,33078,1297,671
2020-10-04 17:00:00,66.0,59.5,33943,1272,407
2020-10-04 17:30:00,67.95,59.5,34386,1246,178
2020-10-04 18:00:00,74.47,47.58,34486,1207,26
2020-10-04 18:30:00,70.0,47.58,34742,1168,1
2020-10-04 19:00:00,67.95,39.74,34723,1137,1
2020-10-04 19:30:00,66.0,39.74,33525,1105,0
2020-10-04 20:00:00,67.95,41.53,32229,1080,0
2020-10-04 20:30:00,67.95,41.53,30903,1055,0
2020-10-04 21:00:00,65.0,43.5,29804,1045,0
2020-10-04 21:30:00,62.0,43.5,28217,1034,0
2020-10-04 22:00:00,61.5,32.0,26878,1015,0
2020-10-04 22:30:00,58.4,32.0,25370,995,0
2020-10-04 23:00:00,58.0,34.0,23853,975,0
2020-10-04 23:30:00,57.0,34.0,22510,954,0
2020-10-05 00:00:00,57.0,33.1,21495,930,0
2020-10-05 00:30:00,57.1,33.1,20898,905,0
2020-10-05 01:00:00,57.1,29.4,20870,924,0
2020-10-05 01:30:00,57.0,29.4,21229,942,0
2020-10-05 02:00:00,56.5,29.04,21057,960,0
2020-10-05 02:30:00,5.91,29.04,20690,977,0
2020-10-05 03:00:00,56.5,45.0,20424,983,0
2020-10-05 03:30:00,56.9,45.0,20217,988,0
2020-10-05 04:00:00,58.5,43.48,20214,975,0
2020-10-05 04:30:00,57.0,43.48,20299,962,0
2020-10-05 05:00:00,58.14012,43.97,20929,966,0
2020-10-05 05:30:00,57.0,43.97,22148,969,0
2020-10-05 06:00:00,16.25,55.17,24913,973,0
2020-10-05 06:30:00,20.15,55.17,27589,976,0
2020-10-05 07:00:00,68.0,55.8,30475,978,1
2020-10-05 07:30:00,68.0,55.8,32605,979,50
2020-10-05 08:00:00,68.0,50.0,33448,1004,296
2020-10-05 08:30:00,68.0,50.0,33259,1028,678
2020-10-05 09:00:00,64.9,45.0,33673,1073,1220
2020-10-05 09:30:00,21.16,45.0,33477,1117,2030
2020-10-05 10:00:00,21.28,45.0,33113,1162,2640
2020-10-05 10:30:00,55.0,45.0,32910,1207,3030
2020-10-05 11:00:00,35.0,39.85,32658,1255,3380
2020-10-05 11:30:00,21.51,39.85,32491,1302,3760
2020-10-05 12:00:00,64.9,37.54,32526,1336,3240
2020-10-05 12:30:00,68.0,37.54,32337,1370,2760
2020-10-05 13:00:00,64.5,37.5,32209,1396,2840
2020-10-05 13:30:00,22.26,37.5,31824,1422,2740
2020-10-05 14:00:00,64.5,49.6,31769,1431,2690
2020-10-05 14:30:00,75.0,49.6,31864,1440,2240
2020-10-05 15:00:00,74.0,64.0,32121,1430,1590
2020-10-05 15:30:00,22.5,64.0,32956,1420,1230
2020-10-05 16:00:00,23.31,79.97,33901,1402,827
2020-10-05 16:30:00,23.31,79.97,35161,1384,610
2020-10-05 17:00:00,23.32,72.72,36138,1386,394
2020-10-05 17:30:00,23.32,72.72,36801,1388,126
2020-10-05 18:00:00,23.47,44.0,37115,1365,15
2020-10-05 18:30:00,60.0,44.0,37534,1341,1
2020-10-05 19:00:00,35.0,37.98,37575,1329,3
2020-10-05 19:30:00,60.0,37.98,36081,1317,1
2020-10-05 20:00:00,62.0,31.38,34322,1303,0
2020-10-05 20:30:00,58.0,31.38,32784,1288,0
2020-10-05 21:00:00,57.35,35.0,31158,1274,0
2020-10-05 21:30:00,57.35,35.0,29394,1260,0
2020-10-05 22:00:00,57.0,24.45,27684,1254,0
2020-10-05 22:30:00,24.94,24.45,25856,1247,0
2020-10-05 23:00:00,22.46,20.7,24098,1270,0
2020-10-05 23:30:00,27.59,20.7,22803,1292,0
2020-10-06 00:00:00,20.03,24.59,21899,1323,0
2020-10-06 00:30:00,23.1,24.59,21338,1353,0
2020-10-06 01:00:00,25.2,24.4,21210,1335,0
2020-10-06 01:30:00,27.88,24.4,21326,1316,0
2020-10-06 02:00:00,55.5,24.89,21157,1295,0
2020-10-06 02:30:00,30.0,24.89,20840,1273,0
2020-10-06 03:00:00,21.82,39.71,20724,1250,0
2020-10-06 03:30:00,11.0,39.71,20557,1227,0
2020-10-06 04:00:00,29.08,45.06,20565,1198,0
2020-10-06 04:30:00,28.74,45.06,20725,1169,0
2020-10-06 05:00:00,21.3,52.5,21484,1189,0
2020-10-06 05:30:00,15.75,52.5,22485,1208,0
2020-10-06 06:00:00,62.25,58.94,25236,1209,0
2020-10-06 06:30:00,62.25,58.94,27951,1210,0
2020-10-06 07:00:00,62.25,57.0,30860,1215,2
2020-10-06 07:30:00,62.25,57.0,32146,1219,131
2020-10-06 08:00:00,62.25,52.51,32447,1249,521
2020-10-06 08:30:00,24.12,52.51,32137,1279,1270
2020-10-06 09:00:00,15.7,49.0,32065,1348,1660
2020-10-06 09:30:00,57.0,49.0,31987,1416,2540
2020-10-06 10:00:00,56.5,42.55,31658,1462,3010
2020-10-06 10:30:00,56.5,42.55,31555,1508,3280
2020-10-06 11:00:00,59.0,36.1,31407,1560,3340
2020-10-06 11:30:00,56.5,36.1,31290,1611,3670
2020-10-06 12:00:00,24.27,35.46,31400,1645,4200
2020-10-06 12:30:00,53.5,35.46,31203,1679,4370
2020-10-06 13:00:00,53.5,35.49,30822,1724,4130
2020-10-06 13:30:00,53.5,35.49,30263,1769,3790
2020-10-06 14:00:00,53.45,39.91,30400,1793,3750
2020-10-06 14:30:00,24.5,39.91,30040,1817,3530
2020-10-06 15:00:00,63.75,52.5,30350,1842,3060
2020-10-06 15:30:00,63.75,52.5,31174,1866,2200
2020-10-06 16:00:00,64.7,59.98,32213,1849,1810
2020-10-06 16:30:00,64.7,59.98,33448,1831,1290
2020-10-06 17:00:00,64.7,60.4,34596,1834,784
2020-10-06 17:30:00,64.7,60.4,35392,1837,322
2020-10-06 18:00:00,64.7,45.13,36093,1814,44
2020-10-06 18:30:00,62.9,45.13,36809,1790,2
2020-10-06 19:00:00,62.9,43.17,36772,1806,76
2020-10-06 19:30:00,24.56,43.17,35543,1821,0
2020-10-06 20:00:00,58.0,29.37,34213,1848,0
2020-10-06 20:30:00,24.56,29.37,32581,1874,0
2020-10-06 21:00:00,57.5,28.13,31032,1915,0
2020-10-06 21:30:00,24.27,28.13,29034,1956,0
2020-10-06 22:00:00,53.3,24.88,27041,2015,0
2020-10-06 22:30:00,26.1,24.88,25110,2073,0
2020-10-06 23:00:00,53.25,23.8,23241,2115,0
2020-10-06 23:30:00,1.5,23.8,21697,2156,0
2020-10-07 00:00:00,2.0,17.25,20694,2169,0
2020-10-07 00:30:00,2.0,17.25,20024,2182,0
2020-10-07 01:00:00,53.25,16.85,19792,2215,0
2020-10-07 01:30:00,2.0,16.85,19985,2247,0
2020-10-07 02:00:00,53.25,25.26,19996,2270,0
2020-10-07 02:30:00,2.0,25.26,19628,2293,0
2020-10-07 03:00:00,2.0,33.07,19145,2295,0
2020-10-07 03:30:00,53.25,33.07,19024,2296,0
2020-10-07 04:00:00,36.5,43.72,18755,2261,0
2020-10-07 04:30:00,53.25,43.72,19183,2225,0
2020-10-07 05:00:00,53.2,48.0,20034,2206,0
2020-10-07 05:30:00,53.25,48.0,21230,2187,0
2020-10-07 06:00:00,16.34871,50.01,23971,2170,0
2020-10-07 06:30:00,30.0,50.01,26454,2153,0
2020-10-07 07:00:00,59.5,48.0,29494,2177,20
2020-10-07 07:30:00,59.5,48.0,31152,2201,222
2020-10-07 08:00:00,59.49342,41.95,32114,2229,654
2020-10-07 08:30:00,59.25,41.95,32232,2257,1350
2020-10-07 09:00:00,57.0,38.68,32045,2364,2240
2020-10-07 09:30:00,9.0,38.68,31416,2471,3070
2020-10-07 10:00:00,15.5,38.0,30223,2552,4080
2020-10-07 10:30:00,15.7,38.0,29296,2632,4840
2020-10-07 11:00:00,25.0,37.0,28556,2646,5270
2020-10-07 11:30:00,57.0,37.0,28509,2660,5490
2020-10-07 12:00:00,57.0,39.0,28920,2645,5380
2020-10-07 12:30:00,25.0,39.0,29015,2630,5120
2020-10-07 13:00:00,57.0,35.91,28648,2560,4680
2020-10-07 13:30:00,57.0,35.91,28446,2490,4590
2020-10-07 14:00:00,24.5,37.44,28689,2396,4340
2020-10-07 14:30:00,57.0,37.44,28690,2301,4350
2020-10-07 15:00:00,62.45,50.0,29072,2166,3690
2020-10-07 15:30:00,62.5,50.0,30523,2030,2880
2020-10-07 16:00:00,64.75,65.0,31920,1782,1860
2020-10-07 16:30:00,64.75,65.0,33807,1534,1020
2020-10-07 17:00:00,64.75,71.2,35363,1383,530
2020-10-07 17:30:00,66.5,71.2,36460,1232,161
2020-10-07 18:00:00,64.75,55.0,37392,1150,9
2020-10-07 18:30:00,62.5,55.0,38133,1067,1
2020-10-07 19:00:00,62.5,45.66,38007,1017,35
2020-10-07 19:30:00,25.86,45.66,36686,967,0
2020-10-07 20:00:00,59.0,44.0,35478,943,0
2020-10-07 20:30:00,25.76,44.0,34009,919,0
2020-10-07 21:00:00,25.76,56.0,32501,917,0
2020-10-07 21:30:00,58.95,56.0,30629,915,0
2020-10-07 22:00:00,25.9,49.1,28636,955,0
2020-10-07 22:30:00,37.02,49.1,26859,995,0
2020-10-07 23:00:00,32.52,44.99,24866,1025,0
2020-10-07 23:30:00,29.54,44.99,23411,1055,0
2020-10-08 00:00:00,57.8,41.0,22460,1102,0
2020-10-08 00:30:00,57.8,41.0,21715,1149,0
2020-10-08 01:00:00,57.5,27.16,21479,1216,0
2020-10-08 01:30:00,19.99,27.16,21674,1282,0
2020-10-08 02:00:00,17.95018,25.14,21304,1366,0
2020-10-08 02:30:00,7.0,25.14,20837,1450,0
2020-10-08 03:00:00,0.55,35.14,20405,1539,0
2020-10-08 03:30:00,0.0,35.14,20140,1628,0
2020-10-08 04:00:00,0.5,45.0,19896,1672,0
2020-10-08 04:30:00,4.5,45.0,19834,1715,0
2020-10-08 05:00:00,4.5,47.28,20506,1735,0
2020-10-08 05:30:00,10.0,47.28,21623,1755,0
2020-10-08 06:00:00,50.91,53.13,24269,1736,0
2020-10-08 06:30:00,58.9,53.13,26712,1716,0
2020-10-08 07:00:00,61.48598,56.0,29836,1683,1
2020-10-08 07:30:00,62.0,56.0,31640,1650,21
2020-10-08 08:00:00,62.0,52.0,32753,1598,139
2020-10-08 08:30:00,58.9,52.0,33001,1545,417
2020-10-08 09:00:00,62.0,48.0,33529,1549,838
2020-10-08 09:30:00,58.9,48.0,33509,1552,1510
2020-10-08 10:00:00,26.16,39.02,33310,1557,2360
2020-10-08 10:30:00,26.01,39.02,32952,1561,2710
2020-10-08 11:00:00,26.25,34.99,32942,1598,3040
2020-10-08 11:30:00,58.9,34.99,32902,1635,3320
2020-10-08 12:00:00,58.9,34.95,32861,1677,2980
2020-10-08 12:30:00,58.9,34.95,32639,1718,3400
2020-10-08 13:00:00,58.9,34.97,32233,1774,3690
2020-10-08 13:30:00,58.9,34.97,31687,1830,3500
2020-10-08 14:00:00,58.9,38.5,31615,1844,3130
2020-10-08 14:30:00,63.95,38.5,31331,1858,2470
2020-10-08 15:00:00,27.51,49.21,31495,1817,2260
2020-10-08 15:30:00,27.56,49.21,32422,1776,2060
2020-10-08 16:00:00,63.95,64.01,33550,1634,1460
2020-10-08 16:30:00,65.5,64.01,34621,1491,908
2020-10-08 17:00:00,69.5,68.0,35772,1365,552
2020-10-08 17:30:00,195.17463,68.0,36553,1239,213
2020-10-08 18:00:00,200.0,55.0,36993,1155,40
2020-10-08 18:30:00,170.0,55.0,37403,1070,1
2020-10-08 19:00:00,105.0,50.79,37160,1025,62
2020-10-08 19:30:00,64.75,50.79,36234,980,0
2020-10-08 20:00:00,65.5,41.99,34775,948,0
2020-10-08 20:30:00,63.95,41.99,33416,916,0
2020-10-08 21:00:00,46.59013,52.19,32201,917,0
2020-10-08 21:30:00,52.5,52.19,30621,917,0
2020-10-08 22:00:00,54.0,41.74,28741,979,0
2020-10-08 22:30:00,52.5,41.74,26882,1041,0
2020-10-08 23:00:00,29.92,32.77,24956,1112,0
2020-10-08 23:30:00,29.71,32.77,23529,1183,0
2020-10-09 00:00:00,33.7487,29.36,22459,1256,0
2020-10-09 00:30:00,28.22,29.36,21604,1328,0
2020-10-09 01:00:00,31.1,27.59,21160,1445,0
2020-10-09 01:30:00,26.55,27.59,21169,1561,0
2020-10-09 02:00:00,27.55,30.21,20842,1644,0
2020-10-09 02:30:00,26.04,30.21,20467,1727,0
2020-10-09 03:00:00,26.83,40.94,19987,1773,0
2020-10-09 03:30:00,27.21,40.94,19760,1819,0
2020-10-09 04:00:00,37.65,48.07,19775,1793,0
2020-10-09 04:30:00,53.95,48.07,19827,1766,0
2020-10-09 05:00:00,49.9,58.0,20440,1758,0
2020-10-09 05:30:00,37.0,58.0,21542,1750,0
2020-10-09 06:00:00,59.6,56.0,24335,1733,0
2020-10-09 06:30:00,60.4,56.0,26957,1716,0
2020-10-09 07:00:00,60.0,54.9,29827,1730,6
2020-10-09 07:30:00,60.0,54.9,31476,1743,187
2020-10-09 08:00:00,64.5,46.72,32447,1784,773
2020-10-09 08:30:00,62.0,46.72,32111,1824,1490
2020-10-09 09:00:00,28.55,44.1,31959,1913,2260
2020-10-09 09:30:00,28.55,44.1,31671,2002,2800
2020-10-09 10:00:00,28.55,43.45,31287,2078,3170
2020-10-09 10:30:00,28.55,43.45,30992,2153,3460
2020-10-09 11:00:00,28.55,41.77,30823,2211,3490
2020-10-09 11:30:00,28.55,41.77,30476,2268,3440
2020-10-09 12:00:00,28.55,36.59,30756,2317,3800
2020-10-09 12:30:00,59.5,36.59,30580,2366,3560
2020-10-09 13:00:00,35.0,37.41,30609,2386,3630
2020-10-09 13:30:00,53.75,37.41,30537,2406,3490
2020-10-09 14:00:00,27.5,40.8,30187,2443,2720
2020-10-09 14:30:00,28.55,40.8,30077,2479,2410
2020-10-09 15:00:00,62.0,49.8,30148,2451,2380
2020-10-09 15:30:00,64.0,49.8,30634,2422,2130
2020-10-09 16:00:00,28.55,62.0,31421,2338,1700
2020-10-09 16:30:00,28.55,62.0,32588,2253,1370
2020-10-09 17:00:00,64.0,59.95,33814,2161,873
2020-10-09 17:30:00,65.0,59.95,34844,2068,305
2020-10-09 18:00:00,65.5,43.06,35541,2013,28
2020-10-09 18:30:00,59.75,43.06,36331,1957,2
2020-10-09 19:00:00,28.61,41.99,36088,1960,49
2020-10-09 19:30:00,28.61,41.99,35015,1962,0
2020-10-09 20:00:00,59.75,40.9,33757,1940,0
2020-10-09 20:30:00,62.0,40.9,32328,1917,0
2020-10-09 21:00:00,62.0,37.22,30894,1899,0
2020-10-09 21:30:00,62.0,37.22,29338,1880,0
2020-10-09 22:00:00,32.15,30.1,27605,1858,0
2020-10-09 22:30:00,30.56,30.1,25876,1835,0
